0.123575042	-0.05473925
0.237241314	-0.09227416
0.160537549	0.062068182
0.203685555	-0.062756347
0.05937319	-0.044569034
0.208573571	0.07634797
0.086021479	0.077230188
-0.035015775	-0.040962627
0.241674306	-0.038751164
0.253171459	-0.034350529
0.159802822	0.091182213
0.140869859	-0.007638692
0.169827429	-0.019259772
-0.090374486	0.017542437
0.117886504	-0.054720693
0.207734212	0.133416775
-0.00819552	0.057931141
0.294214684	-0.113650065
0.110498165	-0.03865396
0.204340334	-0.027145033
0.073571399	-0.039280501
0.300932169	0.045857993
0.105426323	-0.00755527
0.248067674	-0.065189683
0.026484107	-0.153059914
0.10877364	-0.180264029
0.098199447	-0.041701875
0.021239141	0.063321447
0.056383142	-0.064596633
0.179108558	0.146474423
0.071083693	-0.102028941
0.286682812	0.037844748
0.089302229	0.062635387
0.175344407	0.022492219
0.145992912	0.032165649
0.124083876	-0.048421512
0.038637595	-0.169866508
0.047124957	0.117895395
0.218486533	-0.03831593
0.154693563	0.012025749
-0.064125397	0.066484401
6.80E-06	0.092074008
0.109075404	-0.09279086
0.133292237	-0.114057717
0.139165277	0.093509028
0.060635924	0.002535086
0.02989681	0.024947414
0.068930249	-0.040744566
0.083850097	-0.061873532
0.102191045	-0.074384141
0.083098495	0.10243734
0.086538827	-0.028468281
-0.005835858	-0.155939201
0.204488498	0.170778741
0.184569059	0.078419254
-0.015075169	0.001182895
0.188179918	-0.022792029
-0.001012872	0.158321377
0.017290304	-0.049102376
0.107932972	0.047775835
0.101295774	-0.162758411
0.096816368	0.099412415
0.025324622	-0.00279635
0.068008324	-0.096550824
0.134710147	-0.028384471
0.151449294	-0.013454373
-0.090638158	-0.058275169
0.231389866	0.156057012
0.175991988	0.103624224
0.098362238	0.034690429
0.139655061	-0.061868313
0.097482161	0.093557482
0.167035749	-0.156840355
0.100697846	0.017143456
0.126370539	-0.012558388
0.064159904	0.049340243
0.146194916	0.132462315
0.098950568	0.15409743
-0.004453406	-0.093313696
-0.007570675	0.018225146
0.026023677	0.099618565
0.140949119	-0.073576164
-0.034458751	-0.079820126
0.038213528	-0.019957081
0.227090282	-0.072815578
0.085739051	0.062256351
0.104344512	-0.095966225
0.103197936	-0.136460526
-0.018957875	0.111083417
0.062797912	-0.01688798
0.273775205	0.08972105
0.252715116	0.053845529
-0.012557306	-0.022056588
0.119453075	-0.104957329
0.199266466	-0.043691016
0.15883219	0.06257598
-0.007209795	-0.04948457
-0.016247821	0.022637073
0.269388573	0.012691037
0.013871462	0.141299917
0.113169106	-0.096673308
0.142799529	-0.012393738
0.184822989	0.188231855
0.169345821	-0.022234823
-0.021869423	-0.028843274
0.23578423	0.180641819
0.01287328	0.255122102
-0.086459659	0.008599311
0.200159207	0.008928021
0.195615646	0.017343952
0.093011771	0.115580659
0.145682117	0.032116741
0.173841996	0.015841954
-0.03288039	0.057637179
0.112327572	-0.140680529
0.09750071	0.108824318
-0.022536544	0.088838251
0.110592452	0.01454266
0.071660812	-0.029754527
0.168228157	0.019241931
-0.005391641	-0.032327908
0.266376218	0.099382731
0.120688765	-0.048422573
0.117180944	0.020422278
-0.043673842	-0.145028716
0.061895354	-0.194403058
0.044705727	-0.072618527
0.006811285	0.084722475
2.74E-04	-0.023644574
0.105743024	0.153211682
0.00892102	-0.094943986
0.137903173	0.067819924
0.02439395	0.199923279
0.215170007	0.099307443
0.116708938	0.09665363
0.07543064	-0.001129232
0.017228346	-0.040720148
0.008796377	0.14187165
0.164264424	0.013049407
0.181900137	0.079001547
0.00541136	0.068062098
-0.016019918	0.110791321
0.068569542	-0.139863026
0.057657279	0.023766504
0.136419597	0.256331043
-0.125761474	0.061319217
-0.074002495	0.0941284
-0.039557688	-0.067445071
0.028624649	-0.031893275
0.053718947	-0.076255156
0.011509352	0.283285711
-0.010701497	-0.078374204
-0.027170304	-0.063703198
0.093558378	0.121192956
0.14655042	0.139529339
-0.105957167	0.051603135
0.21092835	0.008404546
-0.011805932	0.146870824
-0.044392583	-0.006038172
0.090951638	0.296628714
0.050248547	0.018780685
0.043249968	0.26077716
-0.168679199	0.041811175
-0.009672444	-0.130091337
0.090232677	0.01709944
0.136707404	0.02732537
-0.0492804	0.0196515
0.157125994	0.177237838
0.086681198	0.100019229
0.041778924	0.22413556
0.079261298	0.004347639
0.045656566	0.211392641
0.102119246	-0.071940922
0.057567738	0.23591081
0.20629859	-0.024433759
-0.076958003	0.224780188
0.119954658	0.25059255
0.04929454	0.153588981
-0.076748697	-0.063231246
-0.025203693	0.062741375
0.033328952	0.072449694
0.136986271	-0.106294357
-0.064928958	-0.018226455
-0.073775172	0.010020518
0.237689349	-0.057535433
0.015754364	0.199499757
0.0570006	-0.104636719
0.054785908	-0.154221597
-0.09014568	0.180868689
-0.084191103	-0.010916383
0.114846438	0.083480556
0.130334048	0.078324827
-0.157302922	0.00937718
0.054931746	0.023391203
0.170678823	-0.003115424
0.097648927	0.100681069
-0.171617166	-0.052291308
-0.11947716	0.083002484
0.183360726	0.059991736
-0.016878934	0.159719589
0.070809822	0.083806882
0.09580283	-0.110341278
0.037545582	0.080767904
0.006999913	0.042207321
0.119515029	0.168644583
0.008791084	0.019268715
0.034160549	0.24391624
-0.060212731	-0.110171653
-0.015062936	-0.111989809
0.049241671	-0.015292105
-0.104756912	0.09970198
0.168404415	0.118845793
0.081749113	0.288957226
