-0.214824	0.662756
-0.061569	-0.091875
0.406933	0.648055
0.22365	0.130142
0.231317	0.766906
-0.7488	-0.531637
-0.557789	0.375797
0.207123	-0.019463
0.286462	0.71947
0.1953	-0.179039
-0.152696	-0.15303
0.384471	0.653336
-0.11728	-0.153217
-0.238076	0.000583
-0.413576	0.145681
0.490767	-0.680029
0.199894	-0.199381
-0.356048	0.53796
-0.392868	-0.125261
0.353588	-0.070617
0.020984	0.92572
-0.475167	-0.346247
0.074952	0.042783
0.394164	-0.058217
0.663418	0.436525
0.402158	0.577744
-0.449349	-0.038074
0.61908	-0.088188
0.268066	-0.071621
-0.015165	0.359326
0.539368	-0.374972
-0.319153	0.629673
0.694424	0.64118
0.079522	0.193198
0.253289	-0.285861
-0.035558	-0.010086
-0.403483	0.474466
-0.034312	0.995685
-0.590657	0.438051
-0.098871	-0.023953
-0.250001	0.141621
-0.012998	0.525985
0.153738	0.491531
0.388215	-0.656567
0.049008	0.013499
0.068286	0.392741
0.7478	-0.06663
0.004621	-0.042932
-0.7016	0.190983
0.055413	-0.02438
0.035398	-0.333682
0.211795	0.024689
-0.045677	0.172907
0.595222	0.20957
0.229465	0.250409
-0.089293	0.068198
0.3843	-0.17657
0.834912	-0.110321
-0.307768	0.503038
-0.777063	-0.348066
0.01739	0.152441
-0.293382	-0.139778
-0.203272	0.286855
0.957812	-0.152444
0.004609	-0.070617
-0.755431	0.096711
-0.526487	0.547282
-0.246873	0.833713
0.185639	-0.066162
0.851934	0.456603
-0.827912	0.117122
0.233512	-0.106274
0.583671	-0.709033
-0.487023	0.62514
-0.448939	0.176725
0.155907	-0.166371
0.334204	0.381237
0.081536	-0.106212
0.227222	0.527437
0.75929	0.33072
0.204177	-0.023516
0.577939	0.403784
-0.568534	0.442948
-0.01152	0.021165
0.87572	0.422476
0.297885	-0.632874
-0.015821	0.031226
0.541359	-0.205969
-0.689946	-0.508674
-0.343049	0.841653
0.523902	-0.436156
0.249281	-0.71184
0.193449	0.574598
-0.257542	-0.753885
-0.021605	0.15808
0.601559	-0.727041
-0.791603	0.095651
-0.908298	-0.053376
0.12202	0.850966
-0.725568	-0.292022
